image,label,item-count
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1001.png,1001,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1002.png,1002,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1003.png,1003,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1004.png,1004,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1005.png,1005,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1006.png,1006,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1007.png,1007,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1008.png,1008,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1009.png,1009,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1010.png,1010,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1011.png,1011,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1012.png,1012,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1013.png,1013,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1014.png,1014,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1015.png,1015,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1016.png,1016,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1017.png,1017,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1018.png,1018,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1019.png,1019,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1020.png,1020,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1021.png,1021,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1022.png,1022,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1023.png,1023,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1024.png,1024,1
https://matteomenapace.github.io/playingcards/daybreak/local-projects/1025.png,1025,1
